actual_position,raw_text,clean_text,confidence,parse_ok,status,reason,recommended_position,red_box,crop_box,crop_path
19,D669.3/LW,D669.3/LW,0.9888,True,green,排序正确,18,"[0, 699, 8, 113]","[686, 699, 36, 113]",train_final\IMG20260517094431\crops\ocr_crop_030.jpg
20,D669.3/LW1,D669.3/LW1,0.9951,True,green,排序正确,19,"[0, 673, 8, 142]","[722, 673, 32, 142]",train_final\IMG20260517094431\crops\ocr_crop_003.jpg
21,D669.3/LWH1,D669.3/LWH1,0.9834,True,green,排序正确,20,"[0, 672, 8, 137]","[759, 672, 33, 137]",train_final\IMG20260517094431\crops\ocr_crop_001.jpg
22,D669.3/LWH2,D669.3/LWH2,0.9933,True,green,排序正确,21,"[0, 672, 8, 141]","[793, 672, 37, 141]",train_final\IMG20260517094431\crops\ocr_crop_002.jpg
23,D669.3/LWJ,D669.3/LWJ,0.9968,True,green,排序正确,22,"[0, 680, 8, 127]","[837, 680, 34, 127]",train_final\IMG20260517094431\crops\ocr_crop_005.jpg
24,D669.3/LWL1,D669.3/LWL1,0.9978,True,green,排序正确,23,"[0, 680, 8, 136]","[882, 680, 32, 136]",train_final\IMG20260517094431\crops\ocr_crop_009.jpg
25,D669.3/LX 1,D669.3/LX1,0.9296,True,green,排序正确,24,"[0, 683, 8, 142]","[921, 683, 34, 142]",train_final\IMG20260517094431\crops\ocr_crop_019.jpg
26,D669.3/LX3,D669.3/LX3,0.9766,True,green,排序正确,25,"[0, 674, 8, 143]","[961, 674, 36, 143]",train_final\IMG20260517094431\crops\ocr_crop_004.jpg
27,D669.3/LXB,D669.3/LXB,0.9944,True,green,排序正确,26,"[0, 685, 8, 129]","[1016, 685, 35, 129]",train_final\IMG20260517094431\crops\ocr_crop_016.jpg
28,D669.3/LXB1,D669.3/LXB1,0.9973,True,green,排序正确,27,"[0, 678, 8, 138]","[1064, 678, 32, 138]",train_final\IMG20260517094431\crops\ocr_crop_006.jpg
29,D669.3/LXD,D669.3/LXD,0.9984,True,green,排序正确,28,"[0, 681, 8, 128]","[1108, 681, 34, 128]",train_final\IMG20260517094431\crops\ocr_crop_007.jpg
30,D669.3/LXF1,D669.3/LXF1,0.9950,True,green,排序正确,29,"[0, 679, 8, 138]","[1150, 679, 36, 138]",train_final\IMG20260517094431\crops\ocr_crop_008.jpg
