actual_position,raw_text,clean_text,confidence,parse_ok,status,reason,recommended_position,red_box,crop_box,crop_path
20,D669.2/YYB,D669.2/YYB,0.9955,True,green,排序正确,20,"[0, 571, 8, 142]","[762, 571, 43, 142]",train_final\IMG20260517094139\crops\ocr_crop_010.jpg
21,D669.2/ZC,D669.2/ZC,0.9918,True,green,排序正确,21,"[0, 588, 8, 119]","[802, 588, 39, 119]",train_final\IMG20260517094139\crops\ocr_crop_029.jpg
22,D669.2/ZCG,D669.2/ZCG,0.9930,True,green,排序正确,22,"[0, 584, 8, 138]","[836, 584, 41, 138]",train_final\IMG20260517094139\crops\ocr_crop_030.jpg
23,D669.2/ZCG1,D669.2/ZCG1,0.9006,True,green,排序正确,23,"[0, 562, 8, 157]","[872, 562, 47, 157]",train_final\IMG20260517094139\crops\ocr_crop_004.jpg
24,D669.2/ZCG2,D669.2/ZCG2,0.9902,True,green,排序正确,24,"[0, 572, 8, 148]","[915, 572, 39, 148]",train_final\IMG20260517094139\crops\ocr_crop_011.jpg
25,D669.2/ZCL,D669.2/ZCL,0.9958,True,green,排序正确,25,"[0, 582, 8, 137]","[951, 582, 39, 137]",train_final\IMG20260517094139\crops\ocr_crop_025.jpg
26,RD669.2/ZCP,D669.2/ZCP,0.8501,True,green,排序正确,26,"[0, 543, 8, 187]","[998, 543, 56, 187]",train_final\IMG20260517094139\crops\ocr_crop_001.jpg
27,D669.2/ZFD,D669.2/ZFD,0.9973,True,green,排序正确,27,"[0, 578, 8, 138]","[1050, 578, 42, 138]",train_final\IMG20260517094139\crops\ocr_crop_015.jpg
28,D669.2/ZGJ,D669.2/ZGJ,0.9837,True,green,排序正确,28,"[0, 581, 8, 138]","[1080, 581, 43, 138]",train_final\IMG20260517094139\crops\ocr_crop_023.jpg
29,D669.2/ZGJ,D669.2/ZGJ,0.9805,True,green,排序正确,29,"[0, 558, 8, 171]","[1112, 558, 46, 171]",train_final\IMG20260517094139\crops\ocr_crop_002.jpg
30,D669.2/ZGJ1,D669.2/ZGJ1,0.9656,True,green,排序正确,30,"[0, 564, 8, 157]","[1157, 564, 43, 157]",train_final\IMG20260517094139\crops\ocr_crop_005.jpg
