actual_position,raw_text,clean_text,confidence,parse_ok,status,reason,recommended_position,red_box,crop_box,crop_path
17,D669.2/ZXQ4,D669.2/ZXQ4,0.9890,True,green,排序正确,17,"[0, 635, 8, 141]","[574, 635, 32, 141]",train_final\IMG20260517094231\crops\ocr_crop_019.jpg
18,D669.2/ZXX,D669.2/ZXX,0.9877,True,green,排序正确,18,"[0, 644, 8, 127]","[605, 644, 33, 127]",train_final\IMG20260517094231\crops\ocr_crop_026.jpg
19,D669.2/ZXX1,D669.2/ZXX1,0.9552,True,green,排序正确,19,"[0, 634, 8, 132]","[646, 634, 35, 132]",train_final\IMG20260517094231\crops\ocr_crop_011.jpg
20,D669.2/ZY,D669.2/ZY,0.9913,True,green,排序正确,20,"[0, 647, 8, 114]","[697, 647, 34, 114]",train_final\IMG20260517094231\crops\ocr_crop_027.jpg
21,D669.2/ZYB,D669.2/ZYB,0.9951,True,green,排序正确,21,"[0, 642, 8, 128]","[730, 642, 35, 128]",train_final\IMG20260517094231\crops\ocr_crop_024.jpg
22,D669.2/ZYN,D669.2/ZYN,0.9877,True,green,排序正确,22,"[0, 647, 8, 124]","[769, 647, 31, 124]",train_final\IMG20260517094231\crops\ocr_crop_029.jpg
23,D669.2/ZZ,D669.2/ZZ,0.9148,True,green,排序正确,23,"[0, 647, 8, 113]","[792, 647, 33, 113]",train_final\IMG20260517094231\crops\ocr_crop_028.jpg
24,D669.2/ZZB,D669.2/ZZB,0.9966,True,green,排序正确,24,"[0, 648, 8, 123]","[833, 648, 33, 123]",train_final\IMG20260517094231\crops\ocr_crop_030.jpg
25,D669.2/ZZS1,D669.2/ZZS1,0.9887,True,green,排序正确,25,"[0, 634, 8, 137]","[873, 634, 32, 137]",train_final\IMG20260517094231\crops\ocr_crop_015.jpg
26,D669.2-39/JZQ,D669.2-39/JZQ,0.9912,True,green,排序正确,26,"[0, 630, 8, 158]","[892, 630, 36, 158]",train_final\IMG20260517094231\crops\ocr_crop_016.jpg
27,D669.2-39/WCC,D669.2-39/WCC,0.9978,True,green,排序正确,27,"[0, 632, 8, 153]","[928, 632, 32, 153]",train_final\IMG20260517094231\crops\ocr_crop_018.jpg
28,D669.2-53/TX,D669.2-53/TX,0.9802,True,green,排序正确,28,"[0, 635, 8, 147]","[967, 635, 37, 147]",train_final\IMG20260517094231\crops\ocr_crop_023.jpg
29,D669.2-53/ZHL,D669.2-53/ZHL,0.9598,True,green,排序正确,29,"[0, 630, 8, 158]","[1008, 630, 38, 158]",train_final\IMG20260517094231\crops\ocr_crop_017.jpg
30,D669.2-62/TYD,D669.2-62/TYD,0.9937,True,green,排序正确,30,"[0, 629, 8, 158]","[1049, 629, 38, 158]",train_final\IMG20260517094231\crops\ocr_crop_012.jpg
31,D669.3/AGH,D669.3/AGH,0.9985,True,green,排序正确,31,"[0, 650, 8, 123]","[1099, 650, 37, 123]",train_final\IMG20260517094231\crops\ocr_crop_032.jpg
32,D669.3/AY,D669.3/AY,0.9959,True,green,排序正确,32,"[0, 651, 8, 113]","[1129, 651, 36, 113]",train_final\IMG20260517094231\crops\ocr_crop_031.jpg
