actual_position,raw_text,clean_text,confidence,parse_ok,status,reason,recommended_position,red_box,crop_box,crop_path
1,D669.2/FMJ,D669.2/FMJ,0.9912,True,green,排序正确,1,"[0, 493, 8, 146]","[0, 493, 42, 146]",train_final\IMG20260517094040\crops\ocr_crop_001.jpg
2,D669.2/FWH,D669.2/FWH,0.9934,True,green,排序正确,2,"[0, 493, 8, 153]","[38, 493, 49, 153]",train_final\IMG20260517094040\crops\ocr_crop_003.jpg
3,D669.2/GGH,D669.2/GGH,0.9960,True,green,排序正确,3,"[0, 495, 8, 146]","[84, 495, 45, 146]",train_final\IMG20260517094040\crops\ocr_crop_004.jpg
4,D669.2/GMB,D669.2/GMB,0.9956,True,green,排序正确,4,"[0, 504, 8, 146]","[115, 504, 46, 146]",train_final\IMG20260517094040\crops\ocr_crop_005.jpg
5,D669.2/GQ,D669.2/GQ,0.9954,True,green,排序正确,5,"[0, 510, 8, 127]","[155, 510, 42, 127]",train_final\IMG20260517094040\crops\ocr_crop_006.jpg
6,D669.2/HJX,D669.2/HJX,0.9909,True,green,排序正确,6,"[0, 509, 8, 143]","[183, 509, 43, 143]",train_final\IMG20260517094040\crops\ocr_crop_007.jpg
7,D669.2/HXY1,D669.2/HXY1,0.9950,True,green,排序正确,7,"[0, 491, 8, 156]","[240, 491, 47, 156]",train_final\IMG20260517094040\crops\ocr_crop_002.jpg
8,D669.2/HYL,D669.2/HYL,0.9645,True,green,排序正确,8,"[0, 511, 8, 143]","[284, 511, 44, 143]",train_final\IMG20260517094040\crops\ocr_crop_009.jpg
9,D669.2/HZY,D669.2/HZY,0.9910,True,green,排序正确,9,"[0, 510, 8, 142]","[323, 510, 39, 142]",train_final\IMG20260517094040\crops\ocr_crop_008.jpg
10,D669.2/JH,D669.2/JH,0.9777,True,green,排序正确,10,"[0, 517, 8, 128]","[349, 517, 39, 128]",train_final\IMG20260517094040\crops\ocr_crop_011.jpg
11,D669.2/JJP,D669.2/JJP,0.9973,True,green,排序正确,11,"[0, 519, 8, 138]","[388, 519, 40, 138]",train_final\IMG20260517094040\crops\ocr_crop_012.jpg
12,D669.2/JT,D669.2/JT,0.9951,True,green,排序正确,12,"[0, 528, 8, 127]","[421, 528, 37, 127]",train_final\IMG20260517094040\crops\ocr_crop_017.jpg
13,D669.2/JXH1,D669.2/JXH1,0.9858,True,green,排序正确,13,"[0, 517, 8, 148]","[450, 517, 37, 148]",train_final\IMG20260517094040\crops\ocr_crop_013.jpg
14,D669.2/LBY,D669.2/LBY,0.9948,True,green,排序正确,14,"[0, 530, 8, 142]","[480, 530, 35, 142]",train_final\IMG20260517094040\crops\ocr_crop_022.jpg
15,D669.2/LCH,D669.2/LCH,0.9934,True,green,排序正确,15,"[0, 524, 8, 147]","[521, 524, 35, 147]",train_final\IMG20260517094040\crops\ocr_crop_018.jpg
16,D669-2/LGH,D669.2/LGH,0.9199,True,green,排序正确,16,"[0, 510, 8, 148]","[571, 510, 38, 148]",train_final\IMG20260517094040\crops\ocr_crop_010.jpg
17,D669.2/LJ,D669.2/LJ,0.9960,True,green,排序正确,17,"[0, 530, 8, 127]","[604, 530, 36, 127]",train_final\IMG20260517094040\crops\ocr_crop_020.jpg
18,D669.2/LJ1,D669.2/LJ1,0.9968,True,green,排序正确,18,"[0, 531, 8, 152]","[646, 531, 32, 152]",train_final\IMG20260517094040\crops\ocr_crop_025.jpg
19,D669.2/LLP,D669.2/LLP,0.9931,True,green,排序正确,19,"[0, 524, 8, 141]","[733, 524, 40, 141]",train_final\IMG20260517094040\crops\ocr_crop_015.jpg
20,D669.2/LP,D669.2/LP,0.9536,True,green,排序正确,20,"[0, 529, 8, 132]","[789, 529, 38, 132]",train_final\IMG20260517094040\crops\ocr_crop_021.jpg
21,D669.2/LQQ,D669.2/LQQ,0.9959,True,green,排序正确,21,"[0, 525, 8, 146]","[814, 525, 42, 146]",train_final\IMG20260517094040\crops\ocr_crop_019.jpg
22,D669.2/LS1,D669.2/LS1,0.9891,True,green,排序正确,22,"[0, 519, 8, 161]","[879, 519, 47, 161]",train_final\IMG20260517094040\crops\ocr_crop_014.jpg
23,D669.2/LSJ1,D669.2/LSJ1,0.9919,True,green,排序正确,23,"[0, 521, 8, 157]","[938, 521, 48, 157]",train_final\IMG20260517094040\crops\ocr_crop_016.jpg
24,D669.2/LT,D669.2/LT,0.9903,True,green,排序正确,24,"[0, 532, 8, 141]","[974, 532, 46, 141]",train_final\IMG20260517094040\crops\ocr_crop_023.jpg
25,D669.2/LXZ,D669.2/LXZ,0.9914,True,green,排序正确,25,"[0, 530, 8, 152]","[1013, 530, 54, 152]",train_final\IMG20260517094040\crops\ocr_crop_024.jpg
26,D669.2/LYB,D669.2/LYB,0.9935,True,green,排序正确,26,"[0, 532, 8, 153]","[1056, 532, 50, 153]",train_final\IMG20260517094040\crops\ocr_crop_026.jpg
27,D669.2/LYK,D669.2/LYK,0.9973,True,green,排序正确,27,"[0, 540, 8, 146]","[1091, 540, 55, 146]",train_final\IMG20260517094040\crops\ocr_crop_028.jpg
28,D669.2/LYN,D669.2/LYN,0.9963,True,green,排序正确,28,"[0, 534, 8, 157]","[1145, 534, 55, 157]",train_final\IMG20260517094040\crops\ocr_crop_027.jpg
