actual_position,raw_text,clean_text,confidence,parse_ok,status,reason,recommended_position,red_box,crop_box,crop_path
13,D669.3/CHY,D669.3/CHY,0.9972,True,green,排序正确,13,"[0, 585, 8, 138]","[466, 585, 36, 138]",train_final\IMG20260517094303\crops\ocr_crop_007.jpg
14,D669.3/CJ,D669.3/CJ,0.9932,True,green,排序正确,14,"[0, 599, 8, 124]","[508, 599, 34, 124]",train_final\IMG20260517094303\crops\ocr_crop_017.jpg
15,D669.3/CJG1,D669.3/CJG1,0.9981,True,green,排序正确,15,"[0, 593, 8, 138]","[551, 593, 33, 138]",train_final\IMG20260517094303\crops\ocr_crop_012.jpg
16,D669.3/CL,D669.3/CL,0.9987,True,green,排序正确,16,"[0, 598, 8, 124]","[590, 598, 34, 124]",train_final\IMG20260517094303\crops\ocr_crop_015.jpg
17,D669.3/CLZ,D669.3/CLZ,0.9945,True,green,排序正确,17,"[0, 598, 8, 137]","[636, 598, 35, 137]",train_final\IMG20260517094303\crops\ocr_crop_018.jpg
18,D669.3/CPF,D669.3/CPF,0.9981,True,green,排序正确,18,"[0, 600, 8, 138]","[685, 600, 36, 138]",train_final\IMG20260517094303\crops\ocr_crop_021.jpg
19,D669.3/CQ,D669.3/CQ,0.9965,True,green,排序正确,19,"[0, 605, 8, 124]","[717, 605, 36, 124]",train_final\IMG20260517094303\crops\ocr_crop_026.jpg
20,D669.3/CRZ1,D669.3/CRZ1,0.9979,True,green,排序正确,20,"[0, 601, 8, 148]","[760, 601, 36, 148]",train_final\IMG20260517094303\crops\ocr_crop_027.jpg
21,D669.3/CRZ2,D669.3/CRZ2,0.9975,True,green,排序正确,21,"[0, 598, 8, 148]","[800, 598, 37, 148]",train_final\IMG20260517094303\crops\ocr_crop_022.jpg
22,D669.3/CSL,D669.3/CSL,0.9988,True,green,排序正确,22,"[0, 604, 8, 133]","[836, 604, 35, 133]",train_final\IMG20260517094303\crops\ocr_crop_028.jpg
23,D669.3/CSW,D669.3/CSW,0.9836,True,green,排序正确,23,"[0, 599, 8, 138]","[883, 599, 40, 138]",train_final\IMG20260517094303\crops\ocr_crop_020.jpg
24,D669.3/CSX,D669.3/CSX,0.9930,True,green,排序正确,24,"[0, 600, 8, 138]","[931, 600, 37, 138]",train_final\IMG20260517094303\crops\ocr_crop_023.jpg
25,D669.3/CW1,D669.3/CW1,0.9961,True,green,排序正确,25,"[0, 598, 8, 151]","[955, 598, 40, 151]",train_final\IMG20260517094303\crops\ocr_crop_025.jpg
26,D669.3/CX1,D669.3/CX1,0.9948,True,green,排序正确,26,"[0, 594, 8, 158]","[990, 594, 42, 158]",train_final\IMG20260517094303\crops\ocr_crop_019.jpg
27,D669.3/CXL,D669.3/CXL,0.9985,True,green,排序正确,27,"[0, 607, 8, 127]","[1031, 607, 39, 127]",train_final\IMG20260517094303\crops\ocr_crop_029.jpg
28,D669:3/CY,D669.3/CY,0.9049,True,green,排序正确,28,"[0, 589, 8, 158]","[1062, 589, 46, 158]",train_final\IMG20260517094303\crops\ocr_crop_013.jpg
29,D669.3/CZ1,D669.3/CZ1,0.9913,True,green,排序正确,29,"[0, 596, 8, 156]","[1094, 596, 46, 156]",train_final\IMG20260517094303\crops\ocr_crop_024.jpg
30,D669.3/CZG,D669.3/CZG,0.9949,True,green,排序正确,30,"[0, 612, 8, 138]","[1154, 612, 41, 138]",train_final\IMG20260517094303\crops\ocr_crop_030.jpg
