actual_position,raw_text,clean_text,confidence,parse_ok,status,reason,recommended_position,red_box,crop_box,crop_path
1,D669.3/LXB1,D669.3/LXB1,0.9934,True,green,排序正确,1,"[0, 662, 8, 142]","[17, 662, 41, 142]",train_final\IMG20260517094437\crops\ocr_crop_024.jpg
2,D669.3/LXD,D669.3/LXD,0.9981,True,green,排序正确,2,"[0, 667, 8, 129]","[60, 667, 39, 129]",train_final\IMG20260517094437\crops\ocr_crop_026.jpg
3,D669.3/LXF1,D669.3/LXF1,0.9955,True,green,排序正确,3,"[0, 666, 8, 138]","[103, 666, 38, 138]",train_final\IMG20260517094437\crops\ocr_crop_027.jpg
4,D669.3/LXH,D669.3/LXH,0.9969,True,green,排序正确,4,"[0, 674, 8, 129]","[146, 674, 38, 129]",train_final\IMG20260517094437\crops\ocr_crop_029.jpg
5,D669.3/LXJ,D669.3/LXJ,0.9962,True,green,排序正确,5,"[0, 665, 8, 127]","[177, 665, 36, 127]",train_final\IMG20260517094437\crops\ocr_crop_025.jpg
6,D669.3/LXJ1,D669.3/LXJ1,0.9962,True,green,排序正确,6,"[0, 656, 8, 137]","[213, 656, 33, 137]",train_final\IMG20260517094437\crops\ocr_crop_009.jpg
7,D669.3/LXL,D669.3/LXL,0.9970,True,green,排序正确,7,"[0, 657, 8, 132]","[245, 657, 38, 132]",train_final\IMG20260517094437\crops\ocr_crop_010.jpg
8,D669.3/LXL1,D669.3/LXL1,0.9967,True,green,排序正确,8,"[0, 657, 8, 138]","[289, 657, 38, 138]",train_final\IMG20260517094437\crops\ocr_crop_012.jpg
9,D669.3/LXL2,D669.3/LXL2,0.9922,True,green,排序正确,9,"[0, 667, 8, 133]","[325, 667, 36, 133]",train_final\IMG20260517094437\crops\ocr_crop_028.jpg
10,D669.3/LXM1,D669.3/LXM1,0.9954,True,green,排序正确,10,"[0, 662, 8, 137]","[360, 662, 38, 137]",train_final\IMG20260517094437\crops\ocr_crop_022.jpg
11,D669.3/LXP1,D669.3/LXP1,0.9765,True,green,排序正确,11,"[0, 661, 8, 141]","[399, 661, 40, 141]",train_final\IMG20260517094437\crops\ocr_crop_023.jpg
12,D669.3/LXQ,D669.3/LXQ,0.9831,True,green,排序正确,12,"[0, 657, 8, 136]","[443, 657, 33, 136]",train_final\IMG20260517094437\crops\ocr_crop_013.jpg
13,D669.3/LXX,D669.3/LXX,0.9956,True,green,排序正确,13,"[0, 662, 8, 129]","[479, 662, 34, 129]",train_final\IMG20260517094437\crops\ocr_crop_018.jpg
14,D669.3/LXX1,D669.3/LXX1,0.9891,True,green,排序正确,14,"[0, 659, 8, 136]","[511, 659, 35, 136]",train_final\IMG20260517094437\crops\ocr_crop_017.jpg
15,D669.3/LXY2,D669.3/LXY2,0.9928,True,green,排序正确,15,"[0, 656, 8, 147]","[556, 656, 36, 147]",train_final\IMG20260517094437\crops\ocr_crop_015.jpg
16,D669.3/LXY3,D669.3/LXY3,0.9755,True,green,排序正确,16,"[0, 656, 8, 147]","[590, 656, 37, 147]",train_final\IMG20260517094437\crops\ocr_crop_016.jpg
17,D669.3/LXY4,D669.3/LXY4,0.9906,True,green,排序正确,17,"[0, 654, 8, 147]","[626, 654, 37, 147]",train_final\IMG20260517094437\crops\ocr_crop_011.jpg
18,D669.3/LXY5,D669.3/LXY5,0.9934,True,green,排序正确,18,"[0, 651, 8, 146]","[680, 651, 34, 146]",train_final\IMG20260517094437\crops\ocr_crop_007.jpg
19,D669.3/LXY6,D669.3/LXY6,0.9965,True,green,排序正确,19,"[0, 659, 8, 143]","[726, 659, 34, 143]",train_final\IMG20260517094437\crops\ocr_crop_019.jpg
20,D669.3/LXZ,D669.3/LXZ,0.9863,True,green,排序正确,20,"[0, 658, 8, 133]","[762, 658, 36, 133]",train_final\IMG20260517094437\crops\ocr_crop_014.jpg
21,D669.3/LY,D669.3/LY,0.9988,True,green,排序正确,21,"[0, 664, 8, 118]","[791, 664, 33, 118]",train_final\IMG20260517094437\crops\ocr_crop_020.jpg
22,D669.3/LYC1,D669.3/LYC1,0.9980,True,green,排序正确,22,"[0, 650, 8, 141]","[832, 650, 34, 141]",train_final\IMG20260517094437\crops\ocr_crop_005.jpg
23,D669.3/LYF,D669.3/LYF,0.9976,True,green,排序正确,23,"[0, 651, 8, 133]","[894, 651, 33, 133]",train_final\IMG20260517094437\crops\ocr_crop_004.jpg
24,D669.3/LYG,D669.3/LYG,0.9975,True,green,排序正确,24,"[0, 655, 8, 136]","[953, 655, 37, 136]",train_final\IMG20260517094437\crops\ocr_crop_008.jpg
25,D669.3/LYH,D669.3/LYH,0.9988,True,green,排序正确,25,"[0, 662, 8, 132]","[993, 662, 35, 132]",train_final\IMG20260517094437\crops\ocr_crop_021.jpg
26,D669.3/LYJ-1,D669.3/LYJ-1,0.9978,True,green,排序正确,26,"[0, 645, 8, 141]","[1037, 645, 35, 141]",train_final\IMG20260517094437\crops\ocr_crop_002.jpg
27,D669.3/LYL,D669.3/LYL,0.9965,True,green,排序正确,27,"[0, 649, 8, 132]","[1074, 649, 36, 132]",train_final\IMG20260517094437\crops\ocr_crop_003.jpg
28,D669.3/LYL1,D669.3/LYL1,0.9970,True,green,排序正确,28,"[0, 652, 8, 132]","[1108, 652, 34, 132]",train_final\IMG20260517094437\crops\ocr_crop_006.jpg
29,D669.3/LYX,D669.3/LYX,0.9966,True,green,排序正确,29,"[0, 642, 8, 136]","[1142, 642, 36, 136]",train_final\IMG20260517094437\crops\ocr_crop_001.jpg
